Unique_Transcript_Header,Orthogroup,Gene_Symbols,Transcript_Header,Seq_Location_of_Transcript,Sample,TPM,NumReads
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_5_R5,0.249176,6.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_2_R2,0.247236,5.66941
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_2_R5,0.245913,9.0
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_2_R2,0.243951,10.0
Ec_actinula_t.84567..130-1716,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84567,130-1716,STG_5_R4,0.242589,7.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_6_R6,0.240574,4.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_1_R3,0.233984,9.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_2_R5,0.233354,9.17655
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_5_R4,0.232606,6.211
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_4_R3,0.231691,28.5376
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_6_R2,0.231153,7.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_3_R1,0.231021,15.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_1_R6,0.230502,15.0473
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_3_R2,0.227786,15.164
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_2_R6,0.226886,9.27068
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_6_R4,0.224868,11.0
Ec_actinula_t.53593..2566-1043,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.53593,2566-1043,STG_2_R6,0.223844,17.0472
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_6_R2,0.22282,2.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_6_R6,0.22158,5.0
Ec_actinula_t.56333..104-1537,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.56333,104-1537,STG_1_R2,0.219673,9.0
Ec_actinula_t.56333..104-1537,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.56333,104-1537,STG_2_R6,0.21945,10.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_6_R2,0.216923,8.41841
Ec_actinula_t.56333..104-1537,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.56333,104-1537,STG_6_R1,0.216519,4.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_3_R2,0.215599,10.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_1_R5,0.214076,7.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_3_R5,0.213501,9.22313
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_2_R6,0.210271,6.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_1_R1,0.206346,10.9383
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_2_R4,0.204535,13.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_3_R4,0.199081,2.0
Ec_actinula_t.56333..104-1537,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.56333,104-1537,STG_1_R6,0.197576,12.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_2_R1,0.196722,8.0
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_1_R6,0.195933,13.0
Ec_actinula_t.69548..1-1686,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.69548,1-1686,STG_5_R4,0.195243,6.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_1_R1,0.19522,15.7231
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_4_R2,0.194786,4.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_3_R2,0.194194,11.459
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_4_R6,0.194185,5.27047
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_6_R1,0.193227,4.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_6_R5,0.191897,9.7039
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_6_R2,0.191513,6.07145
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_2_R3,0.191422,8.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_3_R1,0.190777,7.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_5_R5,0.18979,1.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_2_R1,0.188835,8.32424
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_6_R3,0.186341,3.0
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_6_R1,0.184815,4.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_2_R2,0.178582,5.15166
Ec_actinula_t.53593..2566-1043,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.53593,2566-1043,STG_2_R1,0.175997,15.0285
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_2_R4,0.174959,8.01559
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_5_R1,0.174255,7.77663
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_4_R4,0.172195,11.1988
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_2_R4,0.169302,6.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_1_R2,0.167089,6.13139
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_6_R2,0.165482,3.78755
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_3_R3,0.165184,3.72447
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_3_R4,0.16476,6.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_1_R3,0.164653,13.1162
Ec_actinula_t.53593..2566-1043,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.53593,2566-1043,STG_2_R4,0.162125,15.1819
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_1_R5,0.161779,4.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_3_R4,0.160958,6.20441
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_2_R2,0.159661,2.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_5_R5,0.159537,2.54665
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_5_R6,0.15512,4.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_6_R5,0.152563,6.0
Ec_actinula_t.56333..104-1537,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.56333,104-1537,STG_1_R3,0.152319,7.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_1_R6,0.152217,6.0
Ec_actinula_t.53593..2566-1043,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.53593,2566-1043,STG_2_R3,0.150669,9.36947
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_5_R5,0.1476,2.85243
Ec_actinula_t.56333..104-1537,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.56333,104-1537,STG_1_R1,0.147203,7.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_3_R2,0.144615,12.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_1_R2,0.143971,2.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_4_R3,0.143436,7.0
Ec_actinula_t.53593..2566-1043,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.53593,2566-1043,STG_2_R5,0.14255,10.3318
Ec_actinula_t.54786..2201-735,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.54786,2201-735,STG_6_R1,0.141377,3.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_5_R3,0.140322,1.0
Ec_actinula_t.56333..104-1537,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.56333,104-1537,STG_2_R4,0.139601,8.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_5_R4,0.139144,1.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_5_R3,0.137736,6.53013
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_1_R6,0.137011,7.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_5_R6,0.136207,1.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_4_R1,0.136009,9.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_4_R6,0.135605,1.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_2_R5,0.133249,2.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_2_R5,0.132777,4.6664
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_2_R1,0.132553,7.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_2_R2,0.131622,5.44644
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_2_R5,0.13115,6.40368
Ec_actinula_t.56333..104-1537,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.56333,104-1537,STG_1_R5,0.129634,5.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_1_R3,0.125761,2.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_4_R6,0.122989,2.7487
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_3_R5,0.122938,2.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_6_R6,0.121229,1.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_2_R1,0.119095,2.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_5_R5,0.118994,2.70968
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_1_R2,0.116673,3.0
Ec_actinula_t.56333..104-1537,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.56333,104-1537,STG_2_R5,0.11366,5.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_5_R5,0.111591,2.12343
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_1_R2,0.110101,5.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_5_R5,0.107885,2.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_5_R2,0.107592,2.09408
Ec_actinula_t.56333..104-1537,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.56333,104-1537,STG_2_R3,0.106725,4.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_5_R6,0.105894,1.0
Ec_actinula_t.84567..130-1716,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84567,130-1716,STG_6_R1,0.105263,2.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_1_R4,0.104264,3.76378
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_1_R3,0.104052,5.34775
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_2_R4,0.103482,2.0
Ec_actinula_t.69548..1-1686,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.69548,1-1686,STG_6_R1,0.102563,2.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_4_R6,0.101905,1.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_1_R1,0.100405,3.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_5_R4,0.100174,4.88158
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_2_R6,0.0988502,5.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_6_R3,0.0977802,3.6395
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_1_R3,0.0961656,5.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_1_R1,0.0933217,1.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_5_R4,0.0921731,1.99846
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_1_R3,0.0920064,3.26601
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_5_R2,0.0918752,4.75266
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_6_R6,0.0910955,2.0
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_1_R2,0.0876113,4.0
Ec_actinula_t.53593..2566-1043,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.53593,2566-1043,STG_1_R6,0.0856624,9.07101
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_6_R2,0.0844771,1.0
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_2_R4,0.0793702,5.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_2_R4,0.0791339,1.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_6_R1,0.0769394,1.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_1_R5,0.0763257,1.0
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_2_R1,0.0752228,4.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_3_R5,0.0744125,4.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_1_R4,0.0729595,1.23622
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_1_R5,0.0696492,3.0
Ec_actinula_t.26880..54-1661,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.26880,54-1661,STG_6_R1,0.0669138,1.15602
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_6_R5,0.066384,2.31989
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_2_R1,0.0640784,2.0
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_1_R4,0.0628906,4.0
Ec_actinula_t.84530..112-1935,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.84530,112-1935,STG_2_R5,0.0621767,3.0
Ec_actinula_t.53593..2566-1043,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.53593,2566-1043,STG_1_R3,0.0611121,5.03915
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_1_R2,0.0586752,2.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_5_R1,0.0583764,3.70444
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_1_R1,0.0578808,2.13494
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_6_R2,0.05737,3.39065
Ec_actinula_t.53593..2566-1043,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.53593,2566-1043,STG_1_R2,0.0571733,4.00478
